machine_id,machine_name,location,running_hours,temperature,vibration,pressure,oil_level,error_code,last_maintenance
11,Cortadora láser/plasma,Sala 2C,862,92.7,0.5,175,58,NONE,2025-03-01
16,Dobladora de tubos y láminas,Sala 1A,147,99.2,0.7,149,86,NONE,2025-03-05
16,Tamizadora,Sala 3A,180,75.1,0.5,181,59,NONE,2025-05-08
1,Trituradora/molino,Sala 1A,854,72.7,0.5,154,85,NONE,2025-02-14
9,Inyectora de plástico,Sala 3C,220,82.7,0.2,240,86,NONE,2025-07-07
28,Molino de bolas,Sala 1A,985,78.1,0.4,230,77,NONE,2025-05-15
27,Mezcladora industrial,Sala 1A,232,102.3,0.3,222,77,NONE,2025-04-03
6,Grúa puente,Sala 3A,413,70.0,0.4,234,91,LOW_OIL,2025-06-07
16,Generador eléctrico,Sala 1B,88,86.0,0.7,161,92,NONE,2025-03-26
29,Torre de enfriamiento,Sala 2B,576,123.2,0.4,171,70,NONE,2025-03-02
3,Fresadora CNC,Sala 3B,937,91.2,0.5,83,73,NONE,2025-04-07
20,Máquina de soldadura (MIG/TIG/Arco),Sala 3B,546,93.7,0.4,214,91,NONE,2025-01-29
28,Ventilador industrial,Sala 1C,565,102.4,0.2,188,89,OVERHEAT,2025-04-15
27,Máquina de soldadura (MIG/TIG/Arco),Sala 3A,398,78.1,0.5,242,51,NONE,2025-07-02
4,Cortadora láser/plasma,Sala 1C,970,68.8,0.3,127,57,NONE,2025-02-09
19,Microscopio industrial,Sala 2C,446,87.6,0.2,152,97,NONE,2025-04-25
26,Inyectora de plástico,Sala 2C,771,89.0,0.2,151,76,NONE,2025-02-01
3,Banda transportadora,Sala 1C,210,60.7,0.4,195,71,NONE,2025-02-18
19,Trituradora/molino,Sala 3A,65,90.6,0.7,160,86,NONE,2025-05-24
20,Torno CNC,Sala 1C,542,101.0,0.3,160,76,NONE,2025-03-07
7,Espectrómetro,Sala 3B,475,71.3,0.3,192,78,OVERHEAT,2025-04-24
20,Durómetro,Sala 4A,157,91.5,0.6,175,52,NONE,2025-01-22
9,Apiladora/recogedora automática,Sala 2A,943,98.4,0.3,151,93,LOW_OIL,2025-04-08
1,Dobladora de tubos y láminas,Sala 1A,499,93.8,0.8,226,62,LOW_OIL,2025-02-04
8,Caldera industrial,Sala 2A,360,95.2,0.5,142,94,LOW_OIL,2025-05-26
7,Trituradora/molino,Sala 3A,788,81.3,0.5,117,59,NONE,2025-01-23
18,Prensa hidráulica,Sala 4B,219,68.1,0.5,146,85,NONE,2025-03-26
8,Prensa hidráulica,Sala 2A,595,78.3,0.2,148,58,OVERHEAT,2025-03-02
1,Cortadora láser/plasma,Sala 2C,463,76.2,0.6,92,76,NONE,2025-04-22
11,Sistema de filtración,Sala 3C,300,83.8,0.4,110,83,NONE,2025-05-31
28,Microscopio industrial,Sala 1A,808,101.4,0.8,193,50,LOW_OIL,2025-02-20
25,Ventilador industrial,Sala 2B,830,65.3,0.2,101,81,LOW_OIL,2025-03-26
25,Horno industrial,Sala 4B,190,87.2,0.5,172,74,NONE,2025-05-17
18,Espectrómetro,Sala 3A,323,69.0,0.6,146,78,NONE,2025-04-06
23,Dobladora de tubos y láminas,Sala 1A,465,73.9,0.1,133,56,NONE,2025-04-27
30,Generador eléctrico,Sala 2A,657,93.4,0.4,217,98,LOW_OIL,2025-04-07
10,Molino de bolas,Sala 2C,788,67.2,0.7,121,52,VIBRATION_ALERT,2025-02-13
3,Torre de enfriamiento,Sala 1B,940,96.0,0.8,143,69,NONE,2025-07-02
7,Microscopio industrial,Sala 4A,88,64.7,0.4,205,69,NONE,2025-07-13
28,Dobladora de tubos y láminas,Sala 2B,863,95.0,0.7,100,79,LOW_OIL,2025-02-22
16,Máquina de envasado,Sala 4B,78,61.8,0.9,248,84,NONE,2025-06-21
26,Rectificadora,Sala 4A,526,75.7,0.8,231,84,NONE,2025-06-11
16,Trituradora/molino,Sala 1A,367,113.4,0.2,114,98,VIBRATION_ALERT,2025-03-22
25,Trituradora/molino,Sala 2C,294,110.6,0.7,109,88,NONE,2025-06-12
20,Grúa puente,Sala 2C,797,78.8,0.4,136,76,NONE,2025-03-26
28,Sistema de filtración,Sala 2A,746,90.8,0.9,126,75,NONE,2025-05-12
17,Máquina de envasado,Sala 3B,321,103.1,0.5,242,63,NONE,2025-01-23
2,Torre de enfriamiento,Sala 2A,489,95.2,0.2,98,66,LOW_OIL,2025-06-06
1,Durómetro,Sala 3B,797,80.9,0.7,193,67,NONE,2025-02-05
16,Sistema de filtración,Sala 3B,288,73.8,0.4,87,94,VIBRATION_ALERT,2025-05-22
30,Inyectora de plástico,Sala 2B,426,98.0,0.9,105,78,NONE,2025-07-06
12,Ventilador industrial,Sala 2A,315,102.0,0.9,192,69,NONE,2025-05-28
5,Mezcladora industrial,Sala 4C,975,110.7,0.6,150,76,NONE,2025-05-22
5,Dobladora de tubos y láminas,Sala 1B,970,59.7,0.2,109,67,NONE,2025-06-17
27,Torno CNC,Sala 4B,408,66.2,0.6,214,53,NONE,2025-04-05
23,Rectificadora,Sala 1C,389,102.4,0.2,146,50,NONE,2025-04-27
9,Trituradora/molino,Sala 1C,438,61.7,0.1,144,99,NONE,2025-04-11
9,Sistema de filtración,Sala 2A,626,103.6,0.8,115,50,NONE,2025-04-06
3,Máquina de envasado,Sala 2A,738,81.8,0.3,104,75,OVERHEAT,2025-06-21
19,Caldera industrial,Sala 4A,52,77.2,0.4,116,94,NONE,2025-03-12
16,Sistema de filtración,Sala 4B,478,88.1,0.9,80,69,OVERHEAT,2025-01-30
16,Apiladora/recogedora automática,Sala 4B,191,64.8,0.4,222,72,NONE,2025-06-01
3,Caldera industrial,Sala 2B,425,97.4,0.3,116,59,NONE,2025-06-09
20,Bomba centrífuga,Sala 2A,719,110.3,0.8,220,60,NONE,2025-04-13
24,Torno CNC,Sala 4B,373,98.1,0.2,215,90,NONE,2025-03-27
22,Cortadora láser/plasma,Sala 4A,195,81.3,0.7,212,90,NONE,2025-03-09
24,CMM (Máquina de medición por coordenadas),Sala 3B,342,61.9,0.9,207,54,LOW_OIL,2025-02-03
1,Cortadora láser/plasma,Sala 2C,714,62.5,0.8,206,50,OVERHEAT,2025-02-14
24,Torre de enfriamiento,Sala 2C,481,65.1,0.6,80,66,NONE,2025-03-04
20,Horno industrial,Sala 3B,754,84.8,0.4,243,71,NONE,2025-03-30
11,Trituradora/molino,Sala 3A,998,86.7,0.3,114,83,OVERHEAT,2025-02-25
17,Trituradora/molino,Sala 4A,634,98.0,0.8,183,94,NONE,2025-05-04
8,Ventilador industrial,Sala 4B,448,58.1,0.8,102,90,OVERHEAT,2025-06-18
4,Montacargas,Sala 4C,866,104.7,0.5,88,78,OVERHEAT,2025-03-22
6,CMM (Máquina de medición por coordenadas),Sala 4A,938,95.4,0.3,113,53,LOW_OIL,2025-02-27
8,Banda transportadora,Sala 3B,393,80.1,0.2,207,54,NONE,2025-06-24
20,Espectrómetro,Sala 1B,189,67.2,0.2,83,60,NONE,2025-06-15
30,CMM (Máquina de medición por coordenadas),Sala 3C,236,103.7,0.7,237,70,NONE,2025-05-13
3,Extrusora,Sala 1A,854,80.5,0.4,181,84,NONE,2025-02-17
16,Sistema de filtración,Sala 3B,110,84.7,0.8,154,61,OVERHEAT,2025-03-23
30,Máquina de soldadura (MIG/TIG/Arco),Sala 4C,988,90.8,0.7,178,75,NONE,2025-05-07
25,Prensa hidráulica,Sala 4B,429,71.3,0.3,151,68,NONE,2025-06-23
3,Rectificadora,Sala 4C,759,80.8,0.6,82,94,LOW_OIL,2025-02-21
25,Microscopio industrial,Sala 4C,856,98.0,0.4,221,56,OVERHEAT,2025-04-06
29,Durómetro,Sala 2A,489,96.5,0.6,113,96,VIBRATION_ALERT,2025-07-09
18,Caldera industrial,Sala 2A,368,96.6,0.7,124,56,OVERHEAT,2025-05-13
14,Grúa puente,Sala 2B,351,67.7,0.7,140,75,NONE,2025-02-17
18,Montacargas,Sala 3B,393,81.5,0.8,162,89,NONE,2025-07-14
2,Mezcladora industrial,Sala 2B,60,79.1,0.3,202,54,LOW_OIL,2025-06-22
22,Apiladora/recogedora automática,Sala 3B,111,91.4,0.1,181,70,NONE,2025-03-28
3,Tamizadora,Sala 4A,894,90.0,0.7,95,63,NONE,2025-07-04
16,Montacargas,Sala 1A,275,87.3,0.2,145,53,NONE,2025-02-06
29,Torno CNC,Sala 4C,202,122.0,0.4,247,72,NONE,2025-04-05
9,CMM (Máquina de medición por coordenadas),Sala 4A,760,80.6,0.1,224,91,OVERHEAT,2025-06-05
4,Espectrómetro,Sala 3C,613,78.9,0.6,198,69,NONE,2025-06-23
1,Espectrómetro,Sala 2C,821,67.6,0.2,241,64,NONE,2025-01-25
4,Rectificadora,Sala 1C,620,61.9,0.6,203,99,NONE,2025-02-07
1,Banda transportadora,Sala 3B,633,66.7,0.9,223,94,NONE,2025-04-15
14,Compresor de aire,Sala 3C,709,74.2,0.2,181,78,NONE,2025-01-22
21,Caldera industrial,Sala 2C,910,104.7,0.2,145,57,NONE,2025-04-26
16,Extrusora,Sala 4B,624,85.6,0.4,92,90,VIBRATION_ALERT,2025-03-01
20,Horno industrial,Sala 3A,359,87.9,0.8,190,97,NONE,2025-03-09
24,Molino de bolas,Sala 1A,934,83.6,0.3,238,68,NONE,2025-04-23
8,Banda transportadora,Sala 2B,292,90.5,0.4,113,97,NONE,2025-01-24
7,Inyectora de plástico,Sala 2B,542,106.0,0.2,118,88,NONE,2025-03-29
3,Cortadora láser/plasma,Sala 4A,415,55.1,0.7,215,95,NONE,2025-03-12
17,Horno industrial,Sala 2A,379,103.3,0.4,199,77,LOW_OIL,2025-04-21
1,Bomba centrífuga,Sala 2C,156,47.3,0.7,205,95,NONE,2025-05-14
16,Sistema de filtración,Sala 3A,275,85.4,0.8,134,76,OVERHEAT,2025-02-11
12,CMM (Máquina de medición por coordenadas),Sala 3C,874,117.9,0.3,106,53,NONE,2025-03-10
27,Inyectora de plástico,Sala 1A,267,95.2,0.7,197,64,NONE,2025-03-19
19,Torre de enfriamiento,Sala 2C,986,90.6,0.1,132,84,NONE,2025-02-20
22,Sistema de filtración,Sala 3A,802,115.0,0.8,118,86,VIBRATION_ALERT,2025-04-26
23,Prensa hidráulica,Sala 1C,555,74.5,0.6,144,50,NONE,2025-01-23
22,Torre de enfriamiento,Sala 3B,308,91.5,0.8,224,52,NONE,2025-03-25
14,Inyectora de plástico,Sala 2B,937,93.7,0.1,237,96,NONE,2025-03-25
30,Torre de enfriamiento,Sala 3C,823,77.2,0.2,92,73,NONE,2025-06-11
6,Sistema de filtración,Sala 2B,566,78.5,0.4,100,76,NONE,2025-02-26
6,Grúa puente,Sala 3C,822,76.8,0.4,226,89,NONE,2025-03-31
13,Sistema de filtración,Sala 4A,103,86.3,0.3,132,85,NONE,2025-06-03
19,Sistema de filtración,Sala 2A,96,93.2,0.4,98,83,NONE,2025-06-24
22,Máquina de soldadura (MIG/TIG/Arco),Sala 3C,776,86.8,0.2,136,78,NONE,2025-06-28
8,Mezcladora industrial,Sala 2B,738,95.6,0.4,104,73,LOW_OIL,2025-03-20
27,Prensa hidráulica,Sala 4A,570,55.5,0.7,110,73,OVERHEAT,2025-03-19
27,Generador eléctrico,Sala 3C,148,81.7,0.5,160,91,OVERHEAT,2025-03-08
2,Espectrómetro,Sala 1C,69,69.6,0.1,102,53,NONE,2025-05-10
21,Apiladora/recogedora automática,Sala 2A,939,89.5,0.4,111,52,NONE,2025-03-28
30,Mezcladora industrial,Sala 3C,802,89.3,0.1,153,83,NONE,2025-04-03
1,Torno CNC,Sala 4A,622,83.3,0.9,89,98,NONE,2025-03-29
28,CMM (Máquina de medición por coordenadas),Sala 4B,940,92.7,0.2,133,72,NONE,2025-04-02
15,Durómetro,Sala 2C,539,100.0,0.7,131,72,NONE,2025-06-02
1,Trituradora/molino,Sala 1B,468,84.1,0.9,227,94,NONE,2025-04-19
5,Sistema de filtración,Sala 3A,739,69.2,0.8,239,54,NONE,2025-07-01
28,Banda transportadora,Sala 1B,899,61.3,0.7,193,80,LOW_OIL,2025-02-20
29,Ventilador industrial,Sala 4B,111,85.5,0.8,93,90,NONE,2025-04-06
16,Trituradora/molino,Sala 1B,194,88.6,0.9,235,55,NONE,2025-02-18
19,Tamizadora,Sala 4B,265,70.5,0.6,189,86,NONE,2025-06-09
4,Rectificadora,Sala 1A,52,95.9,0.5,132,59,NONE,2025-03-03
3,Ventilador industrial,Sala 4B,209,78.1,0.6,231,89,NONE,2025-04-21
17,Cortadora láser/plasma,Sala 4B,788,60.2,0.5,158,56,LOW_OIL,2025-05-19
17,Grúa puente,Sala 4C,830,103.8,0.6,101,88,LOW_OIL,2025-07-14
12,Microscopio industrial,Sala 4B,169,102.2,0.5,109,87,NONE,2025-03-19
28,Máquina de soldadura (MIG/TIG/Arco),Sala 1C,942,54.8,0.3,83,70,VIBRATION_ALERT,2025-05-25
30,Montacargas,Sala 2C,138,76.6,0.2,138,69,VIBRATION_ALERT,2025-06-12
29,Caldera industrial,Sala 3B,378,76.0,0.2,87,52,LOW_OIL,2025-05-24
14,Fresadora CNC,Sala 3C,629,109.6,0.3,91,71,LOW_OIL,2025-04-08
21,Molino de bolas,Sala 3A,959,83.5,0.1,198,96,NONE,2025-04-17
6,Bomba centrífuga,Sala 2A,406,62.6,0.6,238,53,NONE,2025-05-07
3,Máquina de envasado,Sala 2C,659,98.2,0.3,113,77,NONE,2025-05-21
28,Grúa puente,Sala 2B,316,66.5,0.8,161,61,NONE,2025-07-17
9,Generador eléctrico,Sala 3B,666,81.1,0.2,177,87,VIBRATION_ALERT,2025-04-06
5,Trituradora/molino,Sala 1A,372,73.5,0.3,206,85,NONE,2025-05-29
24,Máquina de soldadura (MIG/TIG/Arco),Sala 1A,684,76.6,0.7,154,96,OVERHEAT,2025-06-19
29,Compresor de aire,Sala 4B,590,99.1,0.6,184,90,LOW_OIL,2025-07-08
17,Bomba centrífuga,Sala 2C,698,107.8,0.2,128,54,LOW_OIL,2025-04-02
14,Torno CNC,Sala 4A,244,65.9,0.8,158,62,VIBRATION_ALERT,2025-05-04
21,Espectrómetro,Sala 4C,970,94.4,0.8,172,72,NONE,2025-02-02
3,Torno CNC,Sala 1B,787,74.0,0.4,233,99,NONE,2025-04-20
28,Grúa puente,Sala 2B,381,74.5,0.4,97,79,NONE,2025-03-18
1,Montacargas,Sala 1A,219,92.4,0.9,175,86,NONE,2025-03-16
20,Apiladora/recogedora automática,Sala 3A,570,69.6,0.6,117,74,NONE,2025-03-19
29,Extrusora,Sala 1A,512,92.1,0.5,166,97,NONE,2025-04-16
21,CMM (Máquina de medición por coordenadas),Sala 2A,89,96.0,0.8,167,76,OVERHEAT,2025-04-07
23,Torre de enfriamiento,Sala 3C,586,78.5,0.3,129,63,NONE,2025-02-07
1,Caldera industrial,Sala 1A,310,104.9,0.4,87,97,NONE,2025-06-18
3,Espectrómetro,Sala 2A,444,65.9,0.3,248,96,NONE,2025-05-28
18,Generador eléctrico,Sala 2C,275,105.2,0.7,213,85,NONE,2025-04-21
25,Generador eléctrico,Sala 2C,173,55.8,0.6,148,88,NONE,2025-05-04
10,Apiladora/recogedora automática,Sala 4C,87,125.5,0.6,200,65,OVERHEAT,2025-03-12
22,Trituradora/molino,Sala 3B,377,78.9,0.3,143,71,NONE,2025-06-27
26,Torno CNC,Sala 1A,300,67.6,0.3,236,70,OVERHEAT,2025-06-09
3,Fresadora CNC,Sala 3A,950,81.5,0.5,235,70,NONE,2025-04-09
8,Mezcladora industrial,Sala 1A,225,69.3,0.7,218,57,LOW_OIL,2025-03-30
14,Rectificadora,Sala 3A,651,90.8,0.5,200,98,NONE,2025-03-12
24,Torno CNC,Sala 1C,963,105.5,0.1,144,65,NONE,2025-05-15
18,CMM (Máquina de medición por coordenadas),Sala 4B,503,70.1,0.8,186,80,NONE,2025-01-30
15,Banda transportadora,Sala 3B,86,93.7,0.2,226,91,LOW_OIL,2025-02-20
22,Compresor de aire,Sala 1C,365,62.0,0.9,216,59,NONE,2025-05-01
23,Cortadora láser/plasma,Sala 1A,737,100.5,0.1,234,81,NONE,2025-06-27
2,Sistema de filtración,Sala 3B,845,91.2,0.7,241,83,VIBRATION_ALERT,2025-02-03
27,Apiladora/recogedora automática,Sala 1C,642,101.1,0.2,179,58,OVERHEAT,2025-04-11
10,Máquina de soldadura (MIG/TIG/Arco),Sala 1B,163,83.2,0.8,161,66,NONE,2025-07-11
2,Máquina de soldadura (MIG/TIG/Arco),Sala 1A,89,78.5,0.5,222,60,OVERHEAT,2025-01-25
26,Cortadora láser/plasma,Sala 1C,350,97.2,0.2,130,81,NONE,2025-07-02
17,Rectificadora,Sala 1B,273,65.4,0.4,220,59,NONE,2025-07-02
8,CMM (Máquina de medición por coordenadas),Sala 1B,367,58.9,0.2,162,71,NONE,2025-04-20
1,Compresor de aire,Sala 2C,398,84.9,0.2,191,66,VIBRATION_ALERT,2025-02-28
9,Máquina de soldadura (MIG/TIG/Arco),Sala 4C,164,79.2,0.9,135,53,VIBRATION_ALERT,2025-02-24
11,CMM (Máquina de medición por coordenadas),Sala 1A,747,93.3,0.5,244,97,NONE,2025-02-03
22,Máquina de soldadura (MIG/TIG/Arco),Sala 1B,372,101.4,0.7,224,96,NONE,2025-04-29
16,Molino de bolas,Sala 2C,617,93.0,0.6,236,74,NONE,2025-05-02
7,Molino de bolas,Sala 1C,89,100.2,0.6,240,70,VIBRATION_ALERT,2025-01-27
29,Microscopio industrial,Sala 2A,915,89.8,0.2,139,86,VIBRATION_ALERT,2025-07-13
